Name,Cost,Author,Link,desc,posts,Introversion/Extraversion,Intuitive/Observant,Thinking/Feeling,Judging/Perceiving
The Last Veil,25,Andrew Thomas Huang,https://www.seditionart.com/andrew-thomas-huang/the-last-veil,"Andrew Thomas Huang’s third work from the Interstice series overlays the frenzied motion of two binary screens featuring figures caught in a perpetual loop of violent unveiling from beneath repeated trains of fabric. These two screens are composited on top of a larger scene of the reprised pendulum lantern swinging in the dark. This metronomic thurible oscillates between the two looping screens featuring Flex dancer Slicc wrestling the obscuring silk veil over and over to infinity. The veil eventually wraps itself entirely around the dancer’s already camouflaged face as the final work in the trilogy sees him struggle to transcend this ritualistic rite of passage. The Last Veil mirrors an accompanying sculptural installation, in which the lantern is seen swinging from the ceiling between two HD television screens depicting the dancer caught in the act of perpetual unveiling, performing a dramatisation of duality and contradiction.","Andrew Thomas Huang’s third work from the Interstice series overlays the frenzied motion of two binary screens featuring figures caught in a perpetual loop of violent unveiling from beneath repeated trains of fabric. These two screens are composited on top of a larger scene of the reprised pendulum lantern swinging in the dark. This metronomic thurible oscillates between the two looping screens featuring Flex dancer Slicc wrestling the obscuring silk veil over and over to infinity. The veil eventually wraps itself entirely around the dancer’s already camouflaged face as the final work in the trilogy sees him struggle to transcend this ritualistic rite of passage. The Last Veil mirrors an accompanying sculptural installation, in which the lantern is seen swinging from the ceiling between two HD television screens depicting the dancer caught in the act of perpetual unveiling, performing a dramatisation of duality and contradiction.",Introverted,Intuitive,Feeling,Perceiving
The Leopard (Western Union Series No.7),13,Isaac Julien,https://www.seditionart.com/isaac_julien/the_leopard_western_union_series_no_7,"As both an installation artist and a filmmaker, powerful visual narratives invariably underpin Isaac Julien’s artworks. He often explores political issues including class, cultural history and identity and was nominated for the Turner Prize in 2001.The Leopard (Western Union Series No.7) relates to Julien’s multi-screen installation Western Union: Small Boats (2007), which blurs the line between fiction, documentary, fantasy and reality. Dangerous migrant journeys across the Mediterranean from North Africa are reconstructed, with some of the travellers being rescued and moved into a decadent Baroque palace.The director Luchino Visconti filmed The Leopard at the same location in 1963, from which this work’s title is derived. The luxurious interior of the palace is evident here, with elaborate chandeliers, thrones and gold mouldings adorning the room, while a leopard is painted upon the tiled floor.","As both an installation artist and a filmmaker, powerful visual narratives invariably underpin Isaac Julien’s artworks. He often explores political issues including class, cultural history and identity and was nominated for the Turner Prize in 2001.The Leopard (Western Union Series No.7) relates to Julien’s multi-screen installation Western Union: Small Boats (2007), which blurs the line between fiction, documentary, fantasy and reality. Dangerous migrant journeys across the Mediterranean from North Africa are reconstructed, with some of the travellers being rescued and moved into a decadent Baroque palace.The director Luchino Visconti filmed The Leopard at the same location in 1963, from which this work’s title is derived. The luxurious interior of the palace is evident here, with elaborate chandeliers, thrones and gold mouldings adorning the room, while a leopard is painted upon the tiled floor.",Introverted,Intuitive,Thinking,Perceiving
"The Limitless, The Absolute",31,Sougwen Chung,https://www.seditionart.com/sougwen_chung/the-limitless-the-absolute,"The Limitless, The Absolute, is a digital edition which forms part of Force Field, an ongoing project by New York based artist Sougwen Chung. The work is released alongside the 2017 Lunar New Year.In The Limitless, The Absolute, Chung interprets the Bagua฀八卦; the eight Taoist trigrams that represent the principles of reality as organic, emotive and experiential environments. The correspondences between the eight interlocking concepts of the Bagua are used in Taoist cosmology to interpret and contemplate reality and existence. The patterns formed as the trigrams interrelate provide the conceptual logics used by the artist to create delicate, complex, shifting environments resembling ecosystems. The ambient musical track featured in the work is Stained Glass Body by Jefre Cantu-Ledesma.In 2016, Chung was awarded Artist-In-Residence at Google and won an Excellence Award from Japan Media Arts Society for her work Drawing Operations. In 2017, she participates in a residency with the New Museum and Bell Labs.","The Limitless, The Absolute, is a digital edition which forms part of Force Field, an ongoing project by New York based artist Sougwen Chung. The work is released alongside the 2017 Lunar New Year.In The Limitless, The Absolute, Chung interprets the Bagua฀八卦; the eight Taoist trigrams that represent the principles of reality as organic, emotive and experiential environments. The correspondences between the eight interlocking concepts of the Bagua are used in Taoist cosmology to interpret and contemplate reality and existence. The patterns formed as the trigrams interrelate provide the conceptual logics used by the artist to create delicate, complex, shifting environments resembling ecosystems. The ambient musical track featured in the work is Stained Glass Body by Jefre Cantu-Ledesma.In 2016, Chung was awarded Artist-In-Residence at Google and won an Excellence Award from Japan Media Arts Society for her work Drawing Operations. In 2017, she participates in a residency with the New Museum and Bell Labs.",Introverted,Intuitive,Thinking,Perceiving
The Little Match Seller,44,Liu Ye,https://www.seditionart.com/liu_ye/the_little_match_seller,"Liu Ye's The Little Match Seller is iconic of the artist's oeuvre. A lonely female character is depicted in a silent sombre winter landscape and shelters a flickering candle. Over and around the image, we see snow flakes flurry through the night. Their rendering contrasts the rest of the picture - the girl and vast plain look like a two dimensional color-pencil drawing, whereas the snow flakes appear three dimensional in their animation and soft depiction. Only the hair, dress and candlelight of the figure are in motion: they flicker, creating a mysterious atmosphere that gives the impression that the cartoon figure has come to life.Liu was heavily influenced by the fairy tale of Hans Christian Andersen, and The Little Match Seller is a direct reference to the author's famous tale of a similar name. Andersen's melancholic yet bittersweet tender narrative mirrors in Liu's pictorial animation. The fragile glow of the match is somehow hopeful, and yet, we can not help but wonder about the solitude and cold that the figure is subjected to.Liu: ""I always want to make paintings that anybody can understand. That aren’t about a short time, or are American, European, Chinese. (Paintings) like a flower (...): you must love a flower."" Liu Ye lives and works in Bejing.","Liu Ye's The Little Match Seller is iconic of the artist's oeuvre. A lonely female character is depicted in a silent sombre winter landscape and shelters a flickering candle. Over and around the image, we see snow flakes flurry through the night. Their rendering contrasts the rest of the picture - the girl and vast plain look like a two dimensional color-pencil drawing, whereas the snow flakes appear three dimensional in their animation and soft depiction. Only the hair, dress and candlelight of the figure are in motion: they flicker, creating a mysterious atmosphere that gives the impression that the cartoon figure has come to life.Liu was heavily influenced by the fairy tale of Hans Christian Andersen, and The Little Match Seller is a direct reference to the author's famous tale of a similar name. Andersen's melancholic yet bittersweet tender narrative mirrors in Liu's pictorial animation. The fragile glow of the match is somehow hopeful, and yet, we can not help but wonder about the solitude and cold that the figure is subjected to.Liu: ""I always want to make paintings that anybody can understand. That aren’t about a short time, or are American, European, Chinese. (Paintings) like a flower (...): you must love a flower."" Liu Ye lives and works in Bejing.",Introverted,Intuitive,Thinking,Perceiving
The Lonely One In The Autumn,31,LIA,https://www.seditionart.com/lia/the-lonely-one-in-the-autumn,"LIA's The Lonely One in the Autumn (2014) was inspired by Gustav Mahler's ""Der Einsame Herbst"" (The Lonely One in the Autumn) from the song ""Das Lied der Erde"" (Song of the Earth): ""Autumn fog creeps bluishly over the lake.Every blade of grass stands frostedAs though an artist had jade-dustover the fine flowers strewn.""Gustav Mahler, ""Der Einsame im Herbst"", from ""Das Lied der Erde"" (""The Song of the Earth"")The work develops shapes, forms and colours that mimic the images invoked by Mahler's lyrics: winter colours, strands of frozen grass that almost resemble breaking ice, loneliness - and the cold. The soundtrack composed by Miguel Carvalhais and Pedro Tudela underlines the composition by either complimenting images or evoking additional associations. Abstract audio develops into what could be interpreted as ice braking, and finally the dripping and pouring of water in a remote but echoing space.LIA lives and works in Vienna.","LIA's The Lonely One in the Autumn (2014) was inspired by Gustav Mahler's ""Der Einsame Herbst"" (The Lonely One in the Autumn) from the song ""Das Lied der Erde"" (Song of the Earth): ""Autumn fog creeps bluishly over the lake.Every blade of grass stands frostedAs though an artist had jade-dustover the fine flowers strewn.""Gustav Mahler, ""Der Einsame im Herbst"", from ""Das Lied der Erde"" (""The Song of the Earth"")The work develops shapes, forms and colours that mimic the images invoked by Mahler's lyrics: winter colours, strands of frozen grass that almost resemble breaking ice, loneliness - and the cold. The soundtrack composed by Miguel Carvalhais and Pedro Tudela underlines the composition by either complimenting images or evoking additional associations. Abstract audio develops into what could be interpreted as ice braking, and finally the dripping and pouring of water in a remote but echoing space.LIA lives and works in Vienna.",Introverted,Intuitive,Feeling,Perceiving
The New Brutalists,8,Jane & Louise Wilson,https://www.seditionart.com/jane_and_louise_wilson/the_new_brutalists,"Jane & Louise Wilson’s digital photograph The New Brutalists, 2004, was created by the artists in reaction to a proto-feminist suffragette image taken in 1910 that was included in a 1953 Architectural Review Article entitled “The New Brutalism” (referring to the post-war British architects and artist collective known as ‘The Independent Group’). Jane & Louise Wilson collaborated with gymnasts at Heathrow Gymnasium, London, in order to create the photograph. Contemporary athletes are dressed to look as if from another period - awarding a mordant quality to the image; which however is contrasted by the playfulness of the exercises. The women seem to employ a kind of visual rhythm through their uniformed bodies and repetitious movements - all of which become reflected in the patterns of the gym equipment’s bars and cables. The effect is one of constant surveillance as subjects: the gymnasts become aware of being observed and employ their own kind of self-surveillance. They evoke a sense of still living memories; of progress that has came to an end.The New Brutalists, has been shown along the five-screen video installation Erewhon, first exhibited at Lisson Gallery, London, in 2006, in an exhibition titled The New Brutalists. Jane & Louise Wilson: “If modernist programmes fast-forwarding us to the future are unrealised, then what remains of them in the present are like spectres.”","Jane & Louise Wilson’s digital photograph The New Brutalists, 2004, was created by the artists in reaction to a proto-feminist suffragette image taken in 1910 that was included in a 1953 Architectural Review Article entitled “The New Brutalism” (referring to the post-war British architects and artist collective known as ‘The Independent Group’). Jane & Louise Wilson collaborated with gymnasts at Heathrow Gymnasium, London, in order to create the photograph. Contemporary athletes are dressed to look as if from another period - awarding a mordant quality to the image; which however is contrasted by the playfulness of the exercises. The women seem to employ a kind of visual rhythm through their uniformed bodies and repetitious movements - all of which become reflected in the patterns of the gym equipment’s bars and cables. The effect is one of constant surveillance as subjects: the gymnasts become aware of being observed and employ their own kind of self-surveillance. They evoke a sense of still living memories; of progress that has came to an end.The New Brutalists, has been shown along the five-screen video installation Erewhon, first exhibited at Lisson Gallery, London, in 2006, in an exhibition titled The New Brutalists. Jane & Louise Wilson: “If modernist programmes fast-forwarding us to the future are unrealised, then what remains of them in the present are like spectres.”",Introverted,Intuitive,Thinking,Judging
The Origin Of The World,46,Miguel Chevalier,https://www.seditionart.com/miguel-chevalier/the-origin-of-the-world,"Miguel Chevalier’s The Origin of the World, 2014, is a generative artwork inspired by biology, in particular micro-organisms and cellular automata. The work was specially created to be projected onto the façade of the Grand Palais in Paris during Art Paris Art Fair from 26-29 March 2014. A version of the digital projection is available exclusively on Sedition.Chevalier: “Cells multiply in abundance, divide, merge, and proliferate at a sometimes slow, sometimes rapid rate.  Everything comes together, comes apart, and changes shape at top speed. These organic universes mingle sometimes with constructivist universes made up of pixels.” The viewer is hypnotised by unstable black and white megapixel tableaus that gradually give way to vivid, colour-saturated spirals that follow a choreographic movement. Appearing consecutively, the tableaus create perturbations, oscillations, fluctuations and even turbulences in the trajectories of the cells. Sinuously rippling curves are reminiscent of the psychedelic aesthetics of previous eras while the artificial digital universe evokes organic lifeforms. The viewer is faced with an intriguing virtual universe; a new kind of “technological Baroque” art that gives shape to the formless while perpetually replenishing itself. Miguel Chevalier lives and works in Paris, France, and is represented by Louise Alexander Gallery. ","Miguel Chevalier’s The Origin of the World, 2014, is a generative artwork inspired by biology, in particular micro-organisms and cellular automata. The work was specially created to be projected onto the façade of the Grand Palais in Paris during Art Paris Art Fair from 26-29 March 2014. A version of the digital projection is available exclusively on Sedition.Chevalier: “Cells multiply in abundance, divide, merge, and proliferate at a sometimes slow, sometimes rapid rate.  Everything comes together, comes apart, and changes shape at top speed. These organic universes mingle sometimes with constructivist universes made up of pixels.” The viewer is hypnotised by unstable black and white megapixel tableaus that gradually give way to vivid, colour-saturated spirals that follow a choreographic movement. Appearing consecutively, the tableaus create perturbations, oscillations, fluctuations and even turbulences in the trajectories of the cells. Sinuously rippling curves are reminiscent of the psychedelic aesthetics of previous eras while the artificial digital universe evokes organic lifeforms. The viewer is faced with an intriguing virtual universe; a new kind of “technological Baroque” art that gives shape to the formless while perpetually replenishing itself. Miguel Chevalier lives and works in Paris, France, and is represented by Louise Alexander Gallery. ",Introverted,Intuitive,Thinking,Perceiving
The Pink Train,80,AES+F,https://www.seditionart.com/AES_F/the-pink-train,"AES+F's unique aesthetic is renowned for its hypnotic appeal, classical beauty, multi-layered narrative, and stark alienation. Created exclusively for Sedition, The Pink Train is an excerpt from Last Riot (2007), the first part of The Liminal Space Trilogy concerning the modern world: hell, heaven, and purgatory. AES+F’s work, The Pink Train depicts a kind of hell of virtual violence. The virtual world born from the ‘real’ world of the 21st century is like an organism derived from a test-tube; expanding, leaving its borders, grasping new zones, absorbing its creators, and mutating into something entirely new. Technologies and materials transform artificial environments and techniques into a fantasy landscape of the new epoch. This paradise is a mutated world of frozen time where all past epochs fuse with each other; and where inhabitants lose their sexuality and become more akin to angels.The heroes of this new epoch have only one identity, the identity of a rebel in the last riot. In this work everyone fights among themselves, and against each other; and no difference exists between victim and aggressor, male and female. This virtual world, that has become real, celebrates the end of ideology, history, and ultimately of humanity.","AES+F's unique aesthetic is renowned for its hypnotic appeal, classical beauty, multi-layered narrative, and stark alienation. Created exclusively for Sedition, The Pink Train is an excerpt from Last Riot (2007), the first part of The Liminal Space Trilogy concerning the modern world: hell, heaven, and purgatory. AES+F’s work, The Pink Train depicts a kind of hell of virtual violence. The virtual world born from the ‘real’ world of the 21st century is like an organism derived from a test-tube; expanding, leaving its borders, grasping new zones, absorbing its creators, and mutating into something entirely new. Technologies and materials transform artificial environments and techniques into a fantasy landscape of the new epoch. This paradise is a mutated world of frozen time where all past epochs fuse with each other; and where inhabitants lose their sexuality and become more akin to angels.The heroes of this new epoch have only one identity, the identity of a rebel in the last riot. In this work everyone fights among themselves, and against each other; and no difference exists between victim and aggressor, male and female. This virtual world, that has become real, celebrates the end of ideology, history, and ultimately of humanity.",Introverted,Intuitive,Thinking,Perceiving
The Prison Of The Body,22,Claudia Hart,https://www.seditionart.com/claudia-hart/the-prison-of-the-body,"Claudia Hart’s second work on Sedition, The Prison of the Body reflects on the work of early 1970s performance and video artists such as Valie Export, Peter Weibel and Joan Jonas. Unlike the artists from the '70s however, Hart does not use video as a means to capture and document the physical, but rather draws on the possibilities of virtual simulation to metamorphose the real into something else - something unreal, uncanny, and indefinable.The Prison of the Body is a virtual performance that allies digital techniques with more traditional creative processes - a combination of analogue video and digital mapping are used to create the oscillating camera view and the simulation of a woman's belly, breathing rhythmically. Hart has married this imagery to the unsettling and incessant sound of high heels pacing the floor, overlaid with a heartbeat matching the movement of the camera.This blend of reality and simulation is endlessly cycled on a 'loop', now a cliché of digital cinema, from the hiccupping gif to the kind of circular temporality presented in many animation installations - and a metaphor for the imprisonment of Hart's notional digital mind and body.","Claudia Hart’s second work on Sedition, The Prison of the Body reflects on the work of early 1970s performance and video artists such as Valie Export, Peter Weibel and Joan Jonas. Unlike the artists from the '70s however, Hart does not use video as a means to capture and document the physical, but rather draws on the possibilities of virtual simulation to metamorphose the real into something else - something unreal, uncanny, and indefinable.The Prison of the Body is a virtual performance that allies digital techniques with more traditional creative processes - a combination of analogue video and digital mapping are used to create the oscillating camera view and the simulation of a woman's belly, breathing rhythmically. Hart has married this imagery to the unsettling and incessant sound of high heels pacing the floor, overlaid with a heartbeat matching the movement of the camera.This blend of reality and simulation is endlessly cycled on a 'loop', now a cliché of digital cinema, from the hiccupping gif to the kind of circular temporality presented in many animation installations - and a metaphor for the imprisonment of Hart's notional digital mind and body.",Introverted,Intuitive,Feeling,Perceiving
The Real Me,27,Sassan Behnam-Bakhtiar,https://www.seditionart.com/sassan-behnam-bakhtiar/the-real-me,"The Real Me film is the nucleus of Sassan Behnam Bakhtiar’s renowned The Real Me series. Its juxtaposition of ancient culture and historical artefacts with modern media and filmmaking techniques offers the viewer a new perspective, an alternative vision of a country and its historical legacy - a vision the artist hopes can remind its audience of the beauty and relevance of Persian culture.The Real Me film incorporates contemporised traditional Iranian music and lyrical poetry written and narrated in Farsi by the artist. The viewer is taken on a journey to the core of a national identity, exploring the emotional and cultural significance of the forgotten gems of Iranian heritage: Persepolis, Darius the Great, Kashan, Abyaneh and the Persian Empire - their role, their meaning, purpose and influence on the past and the present.The narration in Farsi, and the striking contrast between the monochrome images of ancient architectural gems set against vividly coloured traditional tapestry convey to the viewer a deeply felt sense of place, a national identity that is at once personal and universal.The film has been created in collaboration with Goldsmiths, University of London’s Computer Science department. Sound and animation by Diego Fagundes.","The Real Me film is the nucleus of Sassan Behnam Bakhtiar’s renowned The Real Me series. Its juxtaposition of ancient culture and historical artefacts with modern media and filmmaking techniques offers the viewer a new perspective, an alternative vision of a country and its historical legacy - a vision the artist hopes can remind its audience of the beauty and relevance of Persian culture.The Real Me film incorporates contemporised traditional Iranian music and lyrical poetry written and narrated in Farsi by the artist. The viewer is taken on a journey to the core of a national identity, exploring the emotional and cultural significance of the forgotten gems of Iranian heritage: Persepolis, Darius the Great, Kashan, Abyaneh and the Persian Empire - their role, their meaning, purpose and influence on the past and the present.The narration in Farsi, and the striking contrast between the monochrome images of ancient architectural gems set against vividly coloured traditional tapestry convey to the viewer a deeply felt sense of place, a national identity that is at once personal and universal.The film has been created in collaboration with Goldsmiths, University of London’s Computer Science department. Sound and animation by Diego Fagundes.",Introverted,Intuitive,Feeling,Judging
The River,8,Donata Wenders,https://www.seditionart.com/donata-wenders/the-river,"Clouded as much by the subdued light as the camera lens, Donata Wenders’ The River (2006) is a photograph of the river stretching out towards the horizon appears as it would have done for generations past. As any signs of modernity that likely reside in the cityscape beyond are transformed, made timeless. Likened to an ‘en plein air’ landscape with a swell of deep water at its centre, Wenders’ image captures the tonality and idyllic atmosphere of this untempered landscape, as the river mirrors the sky, one above the other. All of the picture’s details appear to have been blurred into nuances of vegetation and uneven ground, either side of an undisturbed blanket of sea that runs like an artery through this unspecific landscape.  ","Clouded as much by the subdued light as the camera lens, Donata Wenders’ The River (2006) is a photograph of the river stretching out towards the horizon appears as it would have done for generations past. As any signs of modernity that likely reside in the cityscape beyond are transformed, made timeless. Likened to an ‘en plein air’ landscape with a swell of deep water at its centre, Wenders’ image captures the tonality and idyllic atmosphere of this untempered landscape, as the river mirrors the sky, one above the other. All of the picture’s details appear to have been blurred into nuances of vegetation and uneven ground, either side of an undisturbed blanket of sea that runs like an artery through this unspecific landscape.  ",Introverted,Intuitive,Feeling,Perceiving
The Road Series No.211,29,Jia,https://www.seditionart.com/jia/the-road-series-no-211,"Jia began taking photos and videos for The Road Series during her first visit to Europe to attend Documenta 12 in 2007. During her first long drive, she quickly saw that the car in which she found herself, and the country she traversed were, for many Chinese, the material embodiments of consumerist aspirations that consumed their lives at the expense of any adequate perception of the values that permeate their own tradition. Even as these works allude to the artist-contrived triple perspectives of traditional Chinese landscape, the same indistinctness at the heart of their visual attraction also conceals from the viewer any accurate perception of their location, or their perception of depth, time, or even the nature of objects in the field of view. With some measure of irony, the artist recalls in this context, a quotation from the Chinese Classic of History, 772 – 476 BC: “The road is as truth not far from us.”","Jia began taking photos and videos for The Road Series during her first visit to Europe to attend Documenta 12 in 2007. During her first long drive, she quickly saw that the car in which she found herself, and the country she traversed were, for many Chinese, the material embodiments of consumerist aspirations that consumed their lives at the expense of any adequate perception of the values that permeate their own tradition. Even as these works allude to the artist-contrived triple perspectives of traditional Chinese landscape, the same indistinctness at the heart of their visual attraction also conceals from the viewer any accurate perception of their location, or their perception of depth, time, or even the nature of objects in the field of view. With some measure of irony, the artist recalls in this context, a quotation from the Chinese Classic of History, 772 – 476 BC: “The road is as truth not far from us.”",Introverted,Intuitive,Feeling,Perceiving
The Rule of Randomness,50,fuse*,https://www.seditionart.com/fuse/the-rule-of-randomness,"In The Rule of Randomness, fuse* attempt to represent the cosmic structure of infinite evolving universes in an ordered way. Repetition is apparent, whilst random events modify its nature. A small change of the fundamental physical parameters has a profound consequence of the entire process both in its internal structure and its visual depiction. This work is part of the Evolutionary Cosmos collection of 6 artworks in which the artist presents an exploration of the interplay of science, sound and art. ","In The Rule of Randomness, fuse* attempt to represent the cosmic structure of infinite evolving universes in an ordered way. Repetition is apparent, whilst random events modify its nature. A small change of the fundamental physical parameters has a profound consequence of the entire process both in its internal structure and its visual depiction. This work is part of the Evolutionary Cosmos collection of 6 artworks in which the artist presents an exploration of the interplay of science, sound and art. ",Introverted,Intuitive,Thinking,Perceiving
The Shrine,32,Eric Schockmel,https://www.seditionart.com/eric_schockmel/the-shrine,"Elegantly esoteric in appearance, Schockmel’s animation emerges like a biblical landscape whereupon technology has convinced us of a vision of utopia. The Shrine, which is part of the What If You Created Artificial Life And it Started Worshipping You series, with its emotive soundtrack and idyllic natural rhythms appears to pay homage to the tranquility of an alternative dreamlike setting, in which the animated wildlife, the rippling turn of translucent water - unsettled by a rolling waterfall, the Japanese styled carpeted islands and protruding rocks - are all backdrop to a series of illuminated lanterns that twist and turn on their elevated axis, like alien figures looking to mate. Resembling something of John Wyndham’s mobile triffid plants, the more intriguing these elongated nuclei appear as they hover over the serene landscape, the more encompassing their appeal. Schockmel’s earth coloured palette and the depth with which he manages to extend the landscape out across the screen, makes for a remarkable piece of storytelling in which the constructed world becomes entirely plausible by the time it arrives at its closing sequence.","Elegantly esoteric in appearance, Schockmel’s animation emerges like a biblical landscape whereupon technology has convinced us of a vision of utopia. The Shrine, which is part of the What If You Created Artificial Life And it Started Worshipping You series, with its emotive soundtrack and idyllic natural rhythms appears to pay homage to the tranquility of an alternative dreamlike setting, in which the animated wildlife, the rippling turn of translucent water - unsettled by a rolling waterfall, the Japanese styled carpeted islands and protruding rocks - are all backdrop to a series of illuminated lanterns that twist and turn on their elevated axis, like alien figures looking to mate. Resembling something of John Wyndham’s mobile triffid plants, the more intriguing these elongated nuclei appear as they hover over the serene landscape, the more encompassing their appeal. Schockmel’s earth coloured palette and the depth with which he manages to extend the landscape out across the screen, makes for a remarkable piece of storytelling in which the constructed world becomes entirely plausible by the time it arrives at its closing sequence.",Introverted,Intuitive,Feeling,Judging
The Siren,Not for sale,Laura Jean Healey,https://www.seditionart.com/laura-jean-healey/the-siren,"The Siren is a digital performance art film that uses the image and plays to the preconceived notions of this mythical temptress in order to explore the true nature of the audiences’ gaze, their innate desire to watch, and how the female form is represented within art and film. By playing to and embodying these traditional clichés - beautiful, dangerous and always naked - the film seeks to both challenge these sexual clichés and to finally give a strong and powerful voice to The Siren.Filmed entirely underwater in slow motion and originally projected as a life size holographic film installation, the artwork makes the impossible - a women living and breathing underwater - become a reality. Beautiful and haunting, she exists within the substantial nothingness of the screen as pure artifice and constructs her own reality. A reality in which she transcends the sexual clichés attached to the perception of the Siren and forces her audience to not only acknowledge her presence, power, and autonomy, but to question who is in control of the gaze: the watcher or the watched.The Siren was originally exhibited as a life size holographic film installation. Although intended for the medium of holographic projection, the work also exists outside of this medium as a 2-dimensional video installation available on Sedition as a limited edition.The Siren was awarded the Passion for Freedom 2013 Gold Film Award for ‘it’s artistic value and powerful visual message embodying the freedom of women’ and the MAMA’s 2012 Award for it’s ‘innovative concept and design’. This limited edition release is a collaboration with Passion for Freedom for their 2018 Festival, and profits from the sales of the work will benefit the non-profit organisation who promote human rights and freedom of expression.","The Siren is a digital performance art film that uses the image and plays to the preconceived notions of this mythical temptress in order to explore the true nature of the audiences’ gaze, their innate desire to watch, and how the female form is represented within art and film. By playing to and embodying these traditional clichés - beautiful, dangerous and always naked - the film seeks to both challenge these sexual clichés and to finally give a strong and powerful voice to The Siren.Filmed entirely underwater in slow motion and originally projected as a life size holographic film installation, the artwork makes the impossible - a women living and breathing underwater - become a reality. Beautiful and haunting, she exists within the substantial nothingness of the screen as pure artifice and constructs her own reality. A reality in which she transcends the sexual clichés attached to the perception of the Siren and forces her audience to not only acknowledge her presence, power, and autonomy, but to question who is in control of the gaze: the watcher or the watched.The Siren was originally exhibited as a life size holographic film installation. Although intended for the medium of holographic projection, the work also exists outside of this medium as a 2-dimensional video installation available on Sedition as a limited edition.The Siren was awarded the Passion for Freedom 2013 Gold Film Award for ‘it’s artistic value and powerful visual message embodying the freedom of women’ and the MAMA’s 2012 Award for it’s ‘innovative concept and design’. This limited edition release is a collaboration with Passion for Freedom for their 2018 Festival, and profits from the sales of the work will benefit the non-profit organisation who promote human rights and freedom of expression.",Introverted,Intuitive,Feeling,Perceiving
The Sky Moves,80,Lawrence Weiner,https://www.seditionart.com/lawrence_weiner/the_sky_moves,"Lawrence Weiner is one of the central figures of Conceptual Art and first gained international recognition in the late 1960s. The main medium of his work is words, which are formed using specific typefaces and that are installed site-specifically upon the walls of various architectures. The artist’s practice challenges traditional assumptions about what might constitute an art object.  Here in The Sky Moves, a collaged sequence of words paints a picture in the mind. The words play out to form sentences which describe the realm of concentricity and the collision of simultaneous realities. Yet ultimately, it is the viewer who bears the responsibility for deciphering specific meaning through their own visual and mental engagement with the work. This new work is available exclusively to Sedition members.","Lawrence Weiner is one of the central figures of Conceptual Art and first gained international recognition in the late 1960s. The main medium of his work is words, which are formed using specific typefaces and that are installed site-specifically upon the walls of various architectures. The artist’s practice challenges traditional assumptions about what might constitute an art object.  Here in The Sky Moves, a collaged sequence of words paints a picture in the mind. The words play out to form sentences which describe the realm of concentricity and the collision of simultaneous realities. Yet ultimately, it is the viewer who bears the responsibility for deciphering specific meaning through their own visual and mental engagement with the work. This new work is available exclusively to Sedition members.",Introverted,Intuitive,Thinking,Perceiving
The Space In Between The Space In Between,25,Matthew Biederman & Pierce Warnecke,https://www.seditionart.com/matthew-biederman-and-pierce-warnecke/the-space-in-between-the-space-in-between,"In The Space In Between The Space In Between, the ideas of multi-stability, invariance and reification are expressed and linked through simple forms. These in turn are reduced to the geometric points they are made of until the forms themselves dissolve into flat fields of light – reinforcing the presence of the screen itself and the points, which occupy the imagined/understood space of the screen.The piece is sonically the most traditional of the works in the Perspection collection featuring a rhythm and a diatonic scale, which follows the equal temperament tuning system. The composition uses trademark composition tools (arpeggiators and simple ostinatos) and sonic palettes (FM synthesis) similar to those of Alan Howarth and John Carpenter, and is reminiscent of an early 1980s horror film soundtrack. The work slowly and inevitably expands from cycles of noise and towards a maximal white noise tension of full spectrum saturation.","In The Space In Between The Space In Between, the ideas of multi-stability, invariance and reification are expressed and linked through simple forms. These in turn are reduced to the geometric points they are made of until the forms themselves dissolve into flat fields of light – reinforcing the presence of the screen itself and the points, which occupy the imagined/understood space of the screen.The piece is sonically the most traditional of the works in the Perspection collection featuring a rhythm and a diatonic scale, which follows the equal temperament tuning system. The composition uses trademark composition tools (arpeggiators and simple ostinatos) and sonic palettes (FM synthesis) similar to those of Alan Howarth and John Carpenter, and is reminiscent of an early 1980s horror film soundtrack. The work slowly and inevitably expands from cycles of noise and towards a maximal white noise tension of full spectrum saturation.",Introverted,Intuitive,Thinking,Perceiving
The Still Life of Faintain-Latour,65,Claudia Hart,https://www.seditionart.com/claudia-hart/the-still-life-of-faintain-latour,"The Still Life of Fantain-Latour is part of Machines For Thinking, a series of short animations by Claudia Hart expanding on early twentieth-century still-life painting from the School of Paris, but placed in the context of the post-digital moment. ","The Still Life of Fantain-Latour is part of Machines For Thinking, a series of short animations by Claudia Hart expanding on early twentieth-century still-life painting from the School of Paris, but placed in the context of the post-digital moment. ",Introverted,Intuitive,Feeling,Perceiving
